MarketCode,DMACode,DMAName,NumStates,States,DominantState,DominantStatePct,DMA_Population,in_single_state
198,598,Clarksburg-Weston,1,WV,WV,100.0000,257412.0000,True
200,600,Corpus Christi,1,TX,TX,100.0000,589334.0000,True
202,602,Chicago,2,"IL,IN",IL,91.2623,9555786.0000,False
203,603,Joplin-Pittsburg,3,"MO,KS,OK",MO,59.8382,403685.0000,False
204,604,Columbia-Jefferson City,1,MO,MO,100.0000,491290.0000,True
205,605,Topeka,1,KS,KS,100.0000,454238.0000,True
206,606,Dothan,2,"AL,GA",AL,96.0795,269609.0000,False
209,609,St. Louis,2,"MO,IL",MO,71.4862,2901981.0000,False
210,610,Rockford,1,IL,IL,100.0000,463797.0000,True
211,611,Rochestr-Mason City-Austin,2,"MN,IA",MN,72.4050,384682.0000,False
212,612,Shreveport,4,"LA,TX,AR,OK",LA,53.0501,963712.0000,False
213,613,Minneapolis-St. Paul,2,"MN,WI",MN,93.6312,4913570.0000,False
216,616,Kansas City,2,"MO,KS",MO,58.6496,2642505.0000,False
217,617,Milwaukee,1,WI,WI,100.0000,2245667.0000,True
218,618,Houston,1,TX,TX,100.0000,7953325.0000,True
219,619,"Springfield, MO",2,"MO,AR",MO,87.0574,1135949.0000,False
222,622,New Orleans,2,"LA,MS",LA,93.8245,1689882.0000,False
223,623,Dallas-Ft. Worth,1,TX,TX,100.0000,8874786.0000,True
224,624,Sioux City,3,"IA,NE,SD",IA,69.9258,418768.0000,False
225,625,Waco-Temple-Bryan,1,TX,TX,100.0000,1181431.0000,True
226,626,Victoria,1,TX,TX,100.0000,91756.0000,True
227,627,Wichita Falls & Lawton,2,"TX,OK",TX,50.4122,420109.0000,False
228,628,Monroe-El Dorado,2,"LA,AR",LA,87.3159,438666.0000,False
230,630,Birmingham (Ann and Tusc),1,AL,AL,100.0000,1977934.0000,True
231,631,Ottumwa-Kirksville,2,"IA,MO",IA,55.1119,122431.0000,False
232,632,Paducah-Cape Girard-Harsbg,4,"IL,KY,MO,TN",IL,36.5368,848837.0000,False
233,633,Odessa-Midland,2,"TX,NM",TX,100.0000,473430.0000,False
234,634,Amarillo,3,"TX,NM,OK",TX,80.4316,544128.0000,False
235,635,Austin,1,TX,TX,100.0000,2658386.0000,True
236,636,Harlingen-Wslco-Brnsvl-Mca,1,TX,TX,100.0000,1417169.0000,True
237,637,Cedar Rapids-Wtrlo-IWC&Dub,1,IA,IA,100.0000,920463.0000,True
238,638,St. Joseph,2,"MO,KS",MO,93.6584,118739.0000,False
239,639,"Jackson, TN",1,TN,TN,100.0000,266719.0000,True
240,640,Memphis,4,"TN,MS,AR,MO",TN,64.5549,1781061.0000,False
241,641,San Antonio,1,TX,TX,100.0000,3034830.0000,True
242,642,"Lafayette, LA",1,LA,LA,100.0000,596414.0000,True
243,643,Lake Charles,1,LA,LA,100.0000,268363.0000,True
244,644,"Alexandria, LA",1,LA,LA,100.0000,233149.0000,True
247,647,Greenwood-Greenville,1,MS,MS,100.0000,163439.0000,True
248,648,Champaign&Sprngfld-Decatur,1,IL,IL,100.0000,928461.0000,True
249,649,Evansville,3,"IN,KY,IL",IN,54.1694,736573.0000,False
250,650,Oklahoma City,1,OK,OK,100.0000,2031895.0000,True
251,651,Lubbock,1,TX,TX,100.0000,476246.0000,True
252,652,Omaha,3,"NE,IA,MO",NE,83.3231,1202015.0000,False
256,656,Panama City,1,FL,FL,100.0000,422351.0000,True
257,657,Sherman-Ada,2,"OK,TX",OK,59.7276,365153.0000,False
258,658,Green Bay-Appleton,2,"WI,MI",WI,98.0307,1174170.0000,False
259,659,Nashville,2,"TN,KY",TN,93.9103,3200415.0000,False
261,661,San Angelo,1,TX,TX,100.0000,151309.0000,True
262,662,Abilene-Sweetwater,1,TX,TX,100.0000,323129.0000,True
269,669,Madison,1,WI,WI,100.0000,1143672.0000,True
270,670,Ft. Smith-Fay-Sprngdl-Rgrs,2,"AR,OK",AR,90.5192,947574.0000,False
271,671,Tulsa,2,"OK,KS",OK,97.6646,1460820.0000,False
273,673,Columbus-Tupelo-West Point,2,"MS,AL",MS,97.1782,482522.0000,False
275,675,Peoria-Bloomington,1,IL,IL,100.0000,621528.0000,True
276,676,Duluth-Superior,3,"MN,WI,MI",MN,72.7855,427430.0000,False
278,678,Wichita-Hutchinson Plus,1,KS,KS,100.0000,1218208.0000,True
279,679,Des Moines-Ames,1,IA,IA,100.0000,1234476.0000,True
282,682,Davenport-R.Island-Moline,2,"IL,IA",IL,53.3545,752195.0000,False
286,686,Mobile-Pensacola (Ft Walt),3,"AL,FL,MS",AL,49.3515,1560641.0000,False
287,687,Minot-Bsmrck-Dcknsn(Wlstn),3,"ND,MT,SD",ND,91.5727,425757.0000,False
291,691,Huntsville-Decatur (Flor),2,"AL,TN",AL,96.6633,1084704.0000,False
292,692,Beaumont-Port Arthur,1,TX,TX,100.0000,462737.0000,True
293,693,Little Rock-Pine Bluff,1,AR,AR,100.0000,1481109.0000,True
298,698,Montgomery-Selma,1,AL,AL,100.0000,630709.0000,True
302,702,La Crosse-Eau Claire,2,"WI,MN",WI,88.1890,579317.0000,False
305,705,Wausau-Rhinelander,1,WI,WI,100.0000,459434.0000,True
309,709,Tyler-Longview(Lfkn&Ncgd),1,TX,TX,100.0000,787008.0000,True
310,710,Hattiesburg-Laurel,1,MS,MS,100.0000,300079.0000,True
311,711,Meridian,2,"MS,AL",MS,85.7744,168710.0000,False
316,716,Baton Rouge,2,"LA,MS",LA,95.2518,430944.0000,False
317,717,Quincy-Hannibal-Keokuk,3,"IL,MO,IA",IL,55.9380,251702.0000,False
318,718,"Jackson, MS",1,MS,MS,100.0000,867723.0000,True
322,722,Lincoln & Hastings-Krny,2,"NE,KS",NE,98.2922,755983.0000,False
324,724,Fargo,2,"ND,MN",ND,60.0716,664490.0000,False
325,725,Sioux Falls(Mitchell),4,"SD,MN,IA,NE",SD,89.4904,744740.0000,False
334,734,Jonesboro,1,AR,AR,100.0000,228228.0000,True
336,736,Bowling Green,1,KY,KY,100.0000,224452.0000,True
337,737,Mankato,1,MN,MN,100.0000,56606.0000,True
340,740,North Platte,1,NE,NE,100.0000,35170.0000,True
343,743,Anchorage,1,AK,AK,100.0000,287932.0000,True
344,744,Honolulu,1,HI,HI,100.0000,1441306.0000,True
345,745,Fairbanks,1,AK,AK,0.0000,0.0000,True
346,746,Biloxi-Gulfport,1,MS,MS,100.0000,376563.0000,True
347,747,Juneau,1,AK,AK,0.0000,0.0000,True
349,749,Laredo,1,TX,TX,100.0000,284320.0000,True
351,751,Denver,3,"CO,WY,NE",CO,96.3320,4735092.0000,False
352,752,Colorado Springs-Pueblo,1,CO,CO,100.0000,1052921.0000,True
353,753,Phoenix (Prescott),1,AZ,AZ,100.0000,5932539.0000,True
354,754,Butte-Bozeman,1,MT,MT,100.0000,211413.0000,True
355,755,Great Falls,1,MT,MT,100.0000,172416.0000,True
356,756,Billings,2,"MT,WY",MT,85.8727,303547.0000,False
357,757,Boise,2,"ID,OR",ID,96.5956,947658.0000,False
358,758,Idaho Fals-Pocatllo(Jcksn),2,"ID,WY",ID,94.7388,444158.0000,False
359,759,Cheyenne-Scottsbluff,2,"WY,NE",WY,73.8611,153993.0000,False
360,760,Twin Falls,1,ID,ID,100.0000,216058.0000,True
362,762,Missoula,1,MT,MT,100.0000,338608.0000,True
364,764,Rapid City,3,"SD,WY,MT",SD,82.6690,279297.0000,False
365,765,El Paso (Las Cruces),2,"TX,NM",TX,100.0000,880514.0000,False
366,766,Helena,1,MT,MT,100.0000,8063.0000,True
367,767,Casper-Riverton,1,WY,WY,100.0000,146006.0000,True
370,770,Salt Lake City,4,"UT,WY,NV,ID",UT,94.9288,3627164.0000,False
371,771,Yuma-El Centro,2,"AZ,CA",AZ,56.2584,412845.0000,False
373,773,Grand Junction-Montrose,1,CO,CO,100.0000,204009.0000,True
389,789,Tucson (Sierra Vista),1,AZ,AZ,100.0000,1243107.0000,True
390,790,Albuquerque-Santa Fe,3,"NM,CO,AZ",NM,95.4530,1825403.0000,False
398,798,Glendive,1,MT,MT,100.0000,9935.0000,True
400,800,Bakersfield,1,CA,CA,0.0000,0.0000,True
401,801,Eugene,1,OR,OR,100.0000,657709.0000,True
402,802,Eureka,1,CA,CA,100.0000,160580.0000,True
403,803,Los Angeles,2,"CA,NV",CA,99.9947,13738744.0000,False
404,804,Palm Springs,1,CA,CA,0.0000,0.0000,True
407,807,San Francisco-Oak-San Jose,1,CA,CA,100.0000,7280680.0000,True
410,810,Yakima-Pasco-Rchlnd-Knnwck,2,"WA,OR",WA,88.0911,774001.0000,False
411,811,Reno,2,"NV,CA",NV,94.4483,777616.0000,False
413,813,Medford-Klamath Falls,2,"OR,CA",OR,90.5459,454207.0000,False
419,819,Seattle-Tacoma,1,WA,WA,100.0000,5618935.0000,True
420,820,"Portland, OR",2,"OR,WA",OR,80.6319,3493382.0000,False
421,821,"Bend, OR",1,OR,OR,100.0000,235817.0000,True
425,825,San Diego,1,CA,CA,100.0000,3285890.0000,True
428,828,Monterey-Salinas,1,CA,CA,100.0000,767677.0000,True
439,839,Las Vegas,1,NV,NV,100.0000,2414417.0000,True
455,855,Santabarbra-Sanmar-Sanluob,1,CA,CA,0.0000,0.0000,True
462,862,Sacramnto-Stkton-Modesto,1,CA,CA,100.0000,4074986.0000,True
466,866,Fresno-Visalia,1,CA,CA,100.0000,2128727.0000,True
468,868,Chico-Redding,1,CA,CA,100.0000,505409.0000,True
481,881,Spokane,4,"WA,ID,MT,OR",WA,67.6323,1301092.0000,False
